id,name,streetAddress,postalAddress,email,addressHeadOffice,tel,cell,fax,businessType,registeredNum,vatNum,Contact Person,registeredName,commencementDate,statusId,comment
1473,Ku's Kitchen Chinese Take Away,Shop 3 Groenkloof Forum  57 George Storrar Drive  Groenkloof,P.O. Box 57  Groenkloof  0027,ellenku@gmail.com,,012-3466315,,012-346 6315,REST,,,,,9/1/08,2,
239,Kuxuxa Foods,,P.O.Box 11486  Centurion  0046,,,012-6655499,,012-6654504,-1,,,,Standing Ovation cc                               ,,2,
1289,Kwa Siza,Saffy Shaft Wonm,P.O. Box 20910  P/Park  Rustenburg  0305,,,,,,REST,,,,Hebron Dag Spa                                    ,5/1/08,2,
240,Kwaggasrand S/Market,111 Inner Cresent   Kwaggasrand  Pta West,,,,,,,OTHER,,,,,3/7/99,2,
245,L & L Take/Away,Shop 12B  301 Pretoria Str  Silverton  0184,P.O.Box 1191  Silverton  0127,,,012-8049942,,,SNACK,,,,,1/12/04,2,
569,L.A. Bush Restaurant,450 Myburgh Str  ,P.O.Box 2208  Montana Park   0159,,,012-3745350,,,REST,,,,,4/1/04,2,
824,La Cantina Pizzeria Rest,395 Pretorius Str  Pta  0001,As above,,,3224211,,,REST,,,,,1/1/04,2,
241,La Cocina Restaurant,Shop UF 35  Menlyn Park Centre  Cnr Atterbury & Lois Ave  Menlo Park,P.O. Box 40619   Garsfontein Oos  0060,,,012-3681908,,,REST,,,,cc Tosta Coetzee Restaurant                       ,12/4/00,2,
242,La Cuisson Bakery & Coffee Shop,Shop 22 Montana Crossing  Zambesi Dr  Montana,P.O.Box 14112  Sinoville  0129,,,012-5489115,,,OTHER,,,,Huurprops Sixtreen Pty Ltd                        ,10/26/00,2,
244,La Fiesta Pizza,25 Lynette Str  Kilnerpark,,,,012-3337652,,,SNACK,,,,,9/1/01,2,
1295,La Food Market,27 Maroelana Str  Maroelana Centre  Hazelwood  0081,P.O. Box 76363  Lynnwood Ridge  0040,,,012-346 3260,,012-346 3260,REST,,,,,5/1/08,2,
613,La Lago Restaurant,Embankment Rd,P.O.Box 12395  Centurion  0046,,,012-6430864,,,REST,,,,,6/1/04,-1,
247,La Madeleine Restaurant,122 Priory Rd  Lynnwood Ridge  0081,,,,012-3613667,,012-3613606,REST,,,,,1/1/84,2,
249,La Pat Restaurant,The Aula Bld  University of Pta  Lynnwood Rd  Pta,P.O.Box 364  Newlands  0049,,,,,,REST,,,,,4/1/00,2,
248,La Patt Cafe,1122 Burnett Str  Hatfield Plaza,P.O.Box 910  Faerie Glen  0043,,,012-3625862,,,REST,,,,,,2,
980,La Pentola Restaurant,5 Well Street  Riviera,,,,"3,294,028",,,REST,,,,,8/1/95,2,
250,La Spiga,Brooklyn Mall  New Muckleneuk,,,,012-3461557,,,REST,,,,,12/2/97,2,
827,La Spiga Lynnwood,Cnr Lynnwood Rd/Gen Louis Botha,,,,,,,-1,,,,,1/1/95,2,
1095,La Terraza Restaurant - Bistro,Mountain Lake Shopping Centre  Hartbeespoortdam,P.O. Box 49915  Hercules  0030,swafin@lantic.net,,3771290,,866787788,REST,,,,,3/1/07,2,
255,Labamba Supermarket,19683 Tsamay Rd  Mamelodi West,P.O.Box 70875  Willows,,,012-8017073,,,OTHER,,,,,3/1/02,2,
243,Laduma Cafe & T/Away,357 Pretorius Str  Pta  0001,As above,,,012-3200147,,012-3287188,CAFE,,,,,6/1/03,2,
740,Ladybird Coffee Shop,38 genl Van Ryneveld   Petsequer Techo Park,P.O. Box 5910  Pta  0001,,,012-3491380,,,-1,,,,,,2,
1465,Laexonia Supermarket,159 Pellindaba Rd  Laexonia   Pretoria,27 Trossachs Rd  The Hill  2197,,,012-669 0610,,011-435 3433,OTHER,,,,,5/1/10,2,
825,Lagosta Rest,Highveld veld Centre  Highveld Park  Centuion,P.O. Box 68262  Highveld Park  0169,,,6651154,,,REST,,,,,1/1/99,0,
826,Lakeside T/Away,Hokaai Bld 11  Cnr Lenchen/Embankment,As above,,,66319070,,,-1,,,,,10/1/05,2,
644,Lala Panzi Garden & Leisure Centre,Kimiad Golf Estate  Wekker Str  Moreleta Park,P.O. Box 11448  Silver Lakes  0054  ,,,012-9972008,,,-1,,,,,3/1/04,0,
246,Lallies Rest/Cafe/Tavern,253 Jerusalem Str  Marabastad,,,,012-3245972,,,CAFE,,,,,1/1/30,2,
251,Lastilla Rest,1311 Church Str  Pta,57 Persequor Park  0020,,,012-3425210,,,REST,,,,Blennerville Invest Pty Ltd                       ,1/1/95,2,
252,Latin Coffee Bar & Grill,429 Church Str  Arcadia  Pta,,,,012-3208178,,,REST,,,,,5/2/01,2,
253,Latinos Pizza & Pasta,594 Church Str  Pta West  Pta,,,,012-3271562,,,SNACK,,,,,10/11/02,2,
254,Laudium Boradway Trading,Shop 61  189 6th Ave  Laudium  0037,P.O. Box 10512  Centurion  0046,,,012-3743861,,,OTHER,,,,,9/1/02,2,
1577,Lavender Moon Tea Garden & Animal Farm,Plot 172  Breedt Str  Montana,P.O. Box 3079  Montana Park  0159,info@lavendermoon.net,,012-548 2826,,012-548 2822/24,REST,,,,,,2,
256,Le Chef Noble,Shop No 7  Highpark Centre  Logan Str  Highveld Park,P.O.Box 26280  Monument Park  0105,,,012-6654685,,,REST,,,,,5/21/02,2,
1014,Le Chef Roadhouse,Steenkamp Str 8  Witbank,P.O.Box 6532   Tasbet Park 1,,,013-6927347,,,-1,,,,,6/1/01,2,
257,Le Coffee Bean,Jakaranda Centre  Rietfontein,Suite 416  Private Bag X09  Gezina,,,012-3302340,,012-3301021,OTHER,,,,,1/1/98,0,
890,Legae African Foods,Liz A Stein Str  Rustenburg,P.O. Box 18  Phokene,,,(014) 2965046,,,REST,,,,,3/1/05,2,
1028,Leopard Lodge,R560 Skeerpoort,P.O. Box 400  Broederstroom  0240,,,"2,071,130",,,REST,,,,,11/1/01,2,
1136,Lpis Dore,Shop 3 Greenlyn Village  Menlopark  0102,P.O. Box 36405  Menlopark  0102,cjdubois@telkomsa.net,,"3,467,853",,"3,467,853",OTHER,,,,,1/1/04,2,
828,Lesego Office Food,Schoeman   Sanlam Plaza West,P.O. Box 11752  Pta,,,"3,202,000",,,-1,,,,,1/1/04,-1,
1419,Lilas Bistro & Cocktail Lounge,Shop 24  Cnr Middle & Veale Str  Niew Muckleneuk  Pretoria,P.O. Box 25227  Monument Park  0181,lisa@lilas.co.za,,012-346 5659,,"866,942,946",REST,,,,Rocking & Racing Pub cc                           ,4/29/10,2,
1463,"Lin""s Take Away",Shop no 9  225 Thibault Building  Pretorius Str,,,,,,,CAFE,,,,,1/1/11,2,OLD CONNIES
258,Little Ceasar's Brooklyn,Veale Str & Middle Str  Brooklyn  Pta,P.O.Box 11628  Hatfield  0028,,,012-3461626,,,REST,,,,,1/1/01,2,
259,Little Ceasar's Hatfield,Shop 2 Hatfield Plaza  Burnette Str  Hatfield,P.O.Box 11628  Hatfield  0028,,Room 204A Infotech Bldg  Arcadia Str  Hatfield  Pta,012-3625872,,,REST,,,,,,2,
260,Little Ceasar's Lynnwood,Glen Gables   Lynnwood Rd  Lynnwood  Pta,P.O.Box 11628  Hatfield  0028,,,012-3484996,,,REST,,,,,1/1/96,2,
261,Little Ceasar's Maroeletta,Moroletta Sentrum  Rubenstein Drive  Pta,P.O.Box 11628  Hatfield  Pta  0028,,,012-9972530,,,REST,,,,Arthur's Good Times cc                            ,1/1/99,2,
262,Little Ceasar's Silverton,Shop 25B Eastway Centre  617 Pretoria Rd  Pta,P.O.Box 11628  Hatfield  0028,,,012-8040858,,,SNACK,,,,,,2,
263,Little Ceasar's Sinoville,Zambesi Centre  Zambesi Drive  Sinoville  Pta,202 Geranium Str  Magalieskruin,,,012-5433019,,,SNACK,,,,Scouliki Pizza cc                                 ,,2,
264,Little Ceasar's Witbank,Thenius Jansen Str 13A,P.O.Box 5227   Middelburg  1050,,,013-6926930,,,SNACK,,,,,10/4/99,2,
1204,Little Durban Foods and Spices,"Shop 1, 200 Dey Str  Brooklyn  Pretoria","51 La Chalutier  Miller Clary Str  Elardus Park,   Pretoria, 0081",littledurban@mtnloaded.co.za,,4608838,,,REST,,,,,10/1/04,2,
1404,Lizette Van Wyk Caterers,Gloxinia Ave 230  Newlands Psark   Retirement Village,Private Bag X 370  Menlyn,elzet@lantic.net,,012-348 8742,,012-365 2596/0865756,-1,,,,,8/1/01,2,
1405,LM in the East,Shop No 6  Cnr Rosemary & Diana Str  Lynnwood,,claire_suga@msn.com,,012-348 3359,,012-348 6957,REST,,,,,1/1/05,2,
265,LM Supermarket,86 Hans Coverele West  0022,As above,,,012-8066218,,,OTHER,,,,,1/1/00,2,
266,Locals Pub & Grill,1067 Arcadia Str  Hatfield   Pta,As above,,,012-3421518,,012-3421518,REST,,,,,6/1/01,2,
1029,Locarno House T/Away,321 Schoeman Str,P.O. Box 643  Wierda Park   0149,,,"3,220,957",,,REST,,,,,6/1/02,2,
267,Lollipop Roadhous,1340 Church Str  Colbyn,P.O. Box 40612  Arcadia  0007,,,012-4303205,,,REST,,,,Colbyn Roadhouse Pty Ltd                          ,1/1/95,2,
673,London Pie - Sancardia,Shop 56 Sancardia  Cnr Beatrix & Church   Pta,,,,012-3235507,,,SNACK,,,,,1/1/03,2,
1132,London Pie Brooklyn Mall,Cnr Middel & Fehrsen Str  New Muckleneuk  Pta,P.O. Box 1967  Sunninghill  2157,mo@hpexperience.co.za,,,,,OTHER,,,,Razzaq Investments                                ,12/1/06,2,
1441,London Pie Coffee Cafe,Cnr Gerrit Maritz & Ben Viljoen  Blauw Village Centre  Pretoria North,P.O. Box 16836  Pretoria North,basicPrinsloo@gmail.com,,012-546 8000,,012-546 3437,OTHER,,,,,8/9/10,2,
1440,London Pie Dooringkloof,Shop 44 Dooringkloof Mall  Cnr Lupin & Aster  Doorinkloof  0157,,,,,,,-1,,,,,8/1/09,2,
1315,London Pie Hatfield,Shop 35 Hatfield Plaza  Hatfield  Pretoria,P.O. Box 34001  Erasmia  0023,imraan@yebo.co.za,,,827676805,866933145,SNACK,,,,,2/1/06,2,
784,Lorenzo Bakery & Chic-A-Beef,Shop No 1 & 2  Heindrich Str  Amandasig  ,P.O.Box 58389  Karenpark  0182,,,5491673,,,-1,,,,,1/1/91,2,
1274,Lotus Thai Restaurant,281 Middle Street  Brooklyn,P.O. Box 11801  Hatfiled  0028,irsigler.g@internists.co.za,,012-346 6230,,012-346 6233,REST,,,,,4/1/09,2,
591,Lougardia Restaurant,Embankment & H/Verwoerd,P.O.Box 7625  Centurion,,,012-6632006,,,SNACK,,,,,1/1/95,0,CLOSED 31/10/2010
268,Louis Cafe,134 Lanham Str  East Lynne  Pta East,As above,,,012-8002790,,,CAFE,,,,,1/1/00,2,
597,Lucianos Pizza Pasta T/A,Shop 24  Lyneveld Palms Centre,P.O.Box 34417  Glenstantia  0010,,,012-6622153,,,SNACK,,,,,11/1/03,2,
1129,Luinis,283 Lynnwood Rd  Menlo Park,P.O. Box 36609  Menlo Park,,,3620759,,866850825,REST,,,,Masterclass Trading 62 T/ALuinis                  ,,2,
269,Lynn Restaurant,N1 Highway to Pietersburg  8km from Zambezi   Pta,P.O.Box 95468  Waterkloof  0145,,,012-5474629,,,REST,,,,Petroport Bridge Rest                             ,12/1/02,2,
909,Lyttelton Fresh Produce,Shop No 1  Government Road  Lyttelton Mannor,P.O. Box 12136  Clubview,,,6645230,,,OTHER,,,,,,2,
302,M Mukadam Tea Room,Asiatic Retail Market   Marabastad,,,,,,,CAFE,,,,,,2,
694,M.A Hamidi Fast Foods,400 Schoeman Str & Du Toit Str,,,,,,,CAFE,,,,,,2,
1031,M.O.'s Fast Food,195 Jacob Mare Str  Pta,,,,"3,231,836",,,SNACK,,,,,,2,
1418,Maake Eatery & Catering,Shop 5 Time Place  Cnr Bonsman & Pretorius Str  Pretoria  0001,,,,012-327 3591,,012-327 3686,REST,,,,,12/1/09,2,
270,Mac Burger Fast Foods,Shop 37 Nedbank Plaza  Beatrix Str  Arcadia  Pta,P.O.Box 6129  Halfloat Hse  Midrand,,,012-3237741,,,SNACK,,,,Fisher Foods cc                                   ,2/1/01,2,
1198,Mac Labour cc,E7-E9 1st Floor  Cnr Jack & Refinery  Germiston Motor City,P.O. Box 8921  Edenglen  1613,riat@maclabour.co.za,,011-873 4775,,011-873 9428,REST,,,,,6/23/08,2,Primi Piatti
271,Mac Rib Family Restaurant,Augrables Ave   Rustenburg,P.O.Box 6098  Rustenburg  0300,,,014-5373417,,,-1,,,,Bafrour 576 Pty Ltd                               ,1/1/99,2,
645,Mac Rib Witbank,Cnr N4 & President Ave,,,,013-6923331,,,REST,,,,,2/16/04,2,
725,Macedonia Cafe,261 Paul Kruger Str  Capital Park  Pretoria  0084,,,,3262677,,,CAFE,,,,,1/1/83,2,
646,Madiba Butchery,Cnr Spoorweg & Murray Lane  Brits,P.O.Box 23030  Gezina  0031,,,012-3352899,,,SNACK,,,,,1/1/02,2,
915,Magaliesberg Conference Centre,K44 Lanseria Road  Broederstroom,P.O. Box 130622  Bryanstan,,,2051330,,2051337,OTHER,,,,Wolnic Conference Centre                          ,,2,
272,Magestic Fast Foods,175 Pretorius Str  Pretoria,,,,012-3237230,,,SNACK,,,,,1/1/02,0,
1231,Magic Fast Foods,"463 Mitchell Str,  Nicada Building  Pta-West  0183",P.O. Box 798  Pta  0001,,,"3,272,793",,012-3287188,FISH,,,,,12/1/07,2,
273,Mahlangu's Kitchen,489 Vermeulen Str  Pta,,,,,,,REST,,,,,10/1/01,2,
1007,Mahomed Ismail & Sons,Shop A-18 O.S. Centre  Asiatic Bazaar  Pta  0002,,,,3262152,,,SNACK,,,,,1/1/29,2,
1629,Main Rd Deli,1 Main Road,P.O. Box 509  Irene  0062,,,012-667 1948,,,-1,,,,,3/1/12,2,
274,Maldon Manor Investments,Cnr Stead & Soutpansberg Rd,P.O.Box 752   Montana Park,,,012-3337119,,,REST,,,,,1/1/01,2,
275,Maloney's Pub & Grill,526 Duncan Str  Hatfield,,,,,,,REST,,,,,6/17/99,2,
1060,Mama Lisa Expresso Bar,27 Swartbos Ave  Witbank  Izundlu Village,P.O. Box 20515  Del Judor 4  1044,,,013-656 4370,,013-656 4370,REST,,,,,8/26/06,2,
276,Mama's Cafe,313 pretoria Str  Silverton  Flat No 304,P.O.Box 10512  Centurion  0046,,,012-8068911,,,OTHER,,,,,,2,
1030,Mamas Kitchen,132 Andries Str  Pta,,,,,,,REST,,,,,1/15/02,2,
829,Manny's Cafe,No 6 Koekoek Str  waverley,P.O. Box 23030  Gezina  0031,,,335  2899,,,-1,,,,,1/1/96,0,
277,Manolito Restaurant,84 H.F. Verwoerd Drive  Brits  0250,P.O.Box 23030  Gezina  0031,,,012-3352899,,,OTHER,,,,,1/1/95,2,
930,Marc's Rest,180 Lenchen Ave  Lyttelton Ext 3  Centurion,P.O. Box 8395  Centurion   0046,MARCS@HOMEGROWN.CO.ZA,14 Carnegie Park  Bupnem Rd  Hennopspark  Centurion,"6,440,901",,,REST,,,,Anmar Consultants                                 ,3/1/06,0,
951,Maria's Supersavers,669 President Steyn Str  Pta North,P.O. Box 1011  Newlands   Pretoria,,,"5,460,464",,,OTHER,,,,,5/11/06,2,
278,Market Restaurant,Fresh Produce Market,,,,012-3267497,,,SNACK,,,,,7/1/02,2,
1475,Matsuya Japanese Rest Park View,G155 Park View Shopping Centre  Garsfotnein Road,P.O. Box 40537  Garsfontein East  Pretoria  0060,matsuya#absamail.co.za,,012-9926288,,012-9926289,REST,,,,,11/15/10,2,
666,Matsuya Restaurant,Suite 15 Waterkloof Corner 299  Waterklooof Rd  Brooklyn,P.O.Box 40537  Garstfontein East  Pretoria  0060,,,012-3460800,,,REST,,,,,11/1/01,0,
285,Maxi Vetkoek,Cnr Jan Coetzee & Swaan Str  East Lynne,P.O.Box 252  Derdepoort Park,,,012-8001901,,,SNACK,,,,,2/1/02,2,
939,Maxis Arcadia,78 Cnr Beatrix 7 Church Str  Arcadia,P.O. Box 34122  Pretoria  0001,,288 Main Street  Randburg  2194,"3,417,231",,,-1,,,,Breakteam Trading                                 ,1/1/06,2,
747,Maxis Brooklyn,"Shop 47, Brooklyn Mall  Bronhorst Str  Brooklyn",106 Clearwater Rd  Lynnwood Glen  0081,,,3464539,,,REST,,,,Early Moon Trading 154 cc                         ,3/1/05,2,
279,Maxis -Centurion,Shop No 30  Cnr South & Embankment Str  ,P.O.Box 66547  highveld  0169,,,012-6633373,,,REST,,,,,1/1/98,2,
280,Maxis Damdoryn,Damdoryn Plaza  4 Way Criossing  Old Rustenburg Rd,,,,012-2531534,,012-2531533,REST,,,,Jovero Finansiele M                               ,11/1/01,2,
1193,Maxis Eco Park,"Shop 2, Eco Boulevand Concenience Cntr  Witchhazel Ste  Centurion",P.O. Box 1125  Ferndale  Randburg  2160,tracy@scootersjhb.co.za,,"6,612,676",,"6,612,677",REST,,,,Maxis Grill Marketing (Pty) Ltd                   ,3/1/08,2,
281,Maxis Hartbeespoort,2 Scott Str,P.O.Box 1  Harbeespoort,,,,,,REST,,,,,10/1/00,2,
282,Maxis Jakaranda,Shop 96 Jakaranda Centre  Cnr Frates & Michael Brink Str,P.O.Box 2521  Montana Park,jackaranda@maxisgroup.com,,012-3310506,,012-3310506,REST,,,,Maws Traders                                      ,9/1/01,2,
283,Maxis Kolonnade,132 Zambesi Drive  Montana Park,P.O.Box 132   Montana Park,,,012-5487776,,012-548 7277,REST,,,,Fantique Trade                                    ,2/15/02,2,
284,Maxis Northpark,Cnr Rachel De beer & Burger St  Pta North,,,,012-5468047,,,REST,,,,Marilo 305                                        ,,2,
1326,Maxis Parkview,"Shop G119  Parkview Centre  Cnr Garsfontein & Netcare Rd  Moreletta Park,",,superdad@global.co.za,,012-992 6048,,"866,711,832",REST,,,,Soundprops 1274 cc                                ,,0,closed 28/10/12
1251,Maxis Village Mall Hartbeespoort,"Village Malll,   Magalies Blvrd  Hartbeespoort",322 Italeni Ave  Lindhaven  Roodepoort  1724,frnesschtki@gmail.com,,"2,532,341",,"2,532,410",REST,,,,Buttons Catering cc                               ,12/15/08,2,
1367,Maxis Wonderpark,Shop 348c Wonderpark Shopping Centre  Heinrich Ave  Karenpark,P.O. Box 52510  Dorandia  0188,maxiswp@telkomsa.net,,012-549 1517,,012-5490126,REST,,,,Amoretta Dealers cc                               ,11/26/09,2,
1525,Maxis Wonerboom Junction,Cnr Lavander/Braam Pretorius Rd  Annlin Wonderboom Junction,Private Bag X 16  Weltevreen Park  1715,wonderboom@mazisgroup.co.za,,012-543 0069,,012-543 0047,REST,,,,Dinegro Holdings (Pty)Ltd                         ,11/1/08,2,
286,Mc Donalds Faerie Glen,Atterbury Value Mart  2001 Atterbury Rd  Faerie Glen,P.O. Box 39440  Faerie Glen  2001,,,012-9914727,,,REST,,,,Glynnway Investment Holdings                      ,3/27/97,2,
287,Mc Donalds Hatfield,Gateway Centre   1319 Pretorius Str  Hatfield  ,P.O.Box 39440  Faerie Glen  0043,,,012-3429388,,,REST,,,,Glynway Investment Holdings                       ,12/1/98,2,
288,Mc Donalds Waterfall Park,Howick Lane  Waterfall Park,P.O.Box 21470  Protea Park,,,012-3573893,,,REST,,,,Zimaphe Fast Food cc                              ,6/16/99,2,
289,Mc Donalds Witbank,Cnr Christian De Wet & President Str,P.O.Box 4547  Witbank 1035,,,013-6566024,,013-6903013,REST,,,,Gye Nyame cc                                      ,10/1/01,2,
905,Meat King,468 Hetzog Street   Wonderboom South  ,P.O. Box 371  Pretoria  Komatipoort  1340,,,013-7937945,,,-1,,,,,3/1/03,2,
290,Melody Cafe & Take Away,Shop 36 East Lynne Centre  Pretoria,,,,012-8003856,,,CAFE,,,,,1/1/02,2,
695,Memories Coffee Shop,Rayton Shopping Centre No 2  R515,P.O. Box 891  Benoni  1500,,,,,,OTHER,,,,,12/1/04,2,
696,Memory Lane Frozen Yoghurt,Burnett Str  ,P.O. Box 11549  Hatfield,,,012-998 8976,,,-1,,,,,,2,
291,Menlo Chicken,Cnr Schubart & Boom Str  Belle Ombre Plaza  Marabastad,,,,012-3263166,,,REST,,,,,2/1/02,2,
1116,Mexican Cafe,504 Voortrekkers Rd,P.O.Box 25235  Monument Park,0829055147@vocamail.co.za,,,,,SNACK,,,,,12/20/06,2,
292,Micky's T/Away,Shop A9   Denneboom Station  Momalodi West,P.O.Box 32999  Lenstantia  0010,,,,,,SNACK,,,,,3/1/00,2,
293,Mikes Kitchen Centurion,Cnr Gerard & Von Willich,,,,012-6430086,,,REST,,,,Sweet Load                                        ,1/2/03,0,
294,Mikes Kitchen Mayville,Shop 23/24  Cnr Mortimer & Van Resburg Str  Mayville,,,,012-355339,,,REST,,,,,3/26/01,2,
983,Mikes Kitchen Montana,Cnr Veronica Str 7 Zambesi Drive  Montana,P.O. Box 81320  Doornpoort,mikemontana@mynet.co.za,,"5,486,386",,"5,486,387",REST,,,,,6/4/06,2,
954,Mikes Kitchen Wonderpark,Shop 119A & B Wonderprk Shopping Centre  322 Wonderpark Centre  Cnr Brits & Heinrich Ave,P.O. Box 26168  Arcadia,mikeswonderpark@yahoo.com,,"5,490,176",,"5,490,184",REST,,,,,12/8/05,2,
1015,Milanos ,Ou Britsweg  Akasia,,,,5490777,,,REST,,,,,5/1/03,2,
1588,Milenium Service Centre,158 Walker Str  Sunnyside  Pretoria,P/Bag X16  Weltevredenpark,liezel@oilgro.co.za,,012-343 4066,,012-343 4049,-1,,,,,1/1/04,-1,
1625,Milkplum Cafe,No 2 Cussonia Ave  Brummeria  Pretoria,P.O. Box 73505  Lynnwood Ridge  0040,admin@burgundysgroup.co.za,,012-809 0081,,"866,793,772",-1,,,,,3/1/09,2,
1052,Milky Lane Brits,"Safari Centre,  Van Velden Str  Brits",P.O. Box 1194  Harbeespoort  0216,,,,781849621,,REST,,,,Ice Cream 4 Mare                                  ,4/20/05,2,
647,Milky Lane Chameleon,Old Rustenburg Road  Daridoryn  Hartbeespoort,P.O. Box 1194  Hartbeespoort,,,,,,REST,,,,Lezmin 2699 cc                                    ,11/1/03,2,
1053,Milky lane Harbeespoort,2nd Scott Street  Schoemansville  Harbeetsport,P.O. Box 1194  Harbeespoot  0216,,,,721849621,,REST,,,,Ice Cream  Mare                                   ,8/1/01,2,
295,Milky Lane Hartbeespoort,1 Monica Str  Schoemansville  Hartbeespoort,P.O.Box 917  Ifafi  0260,,,012-2530950,,012-3055751,REST,,,,Ice Cream 4 Mare cc                               ,11/1/99,2,
1611,Milky Lane Highveld Mall Witbank,Shop 7B  Cnr N4 Highway & Mandela Str,P.O. Box 7879  Tasbet Park  1040,omlhighveldmall@gmail.com,,136972450,,136970493,REST,,,,,8/17/10,2,
785,Milky Lane Menlyn,Menlyn Park Cntr  Atterbury Rd,P.O. Box 1019  Menlyn Central  0077,,,3611571,,,-1,,,,MLM Business Trust                                ,1/1/96,2,
296,Millenium Steers,Cnr Walker & Bourke Str  Sunnyside,P.O.Box 21262  Valhalla  0137,,,012-3434175,,012-6542561,SNACK,,,,Anna-Mart Foods cc                                ,6/1/01,2,
830,mimi Hair Salon & Confectinary,Shop C Mewtro Court 565  court Street,P.O. Box 97560  West Park  0146,,,327 2338/9,,,CAFE,,,,,1/1/04,2,
1520,Mimmos Brits,Shop 41 Bris Platinum Mall  Crocodile Str,P.O. Box 35373  Menlo Park  0102,papasd@telkomsa.net,,012-347 8802,,012-347-6099,REST,,,,Artio Investments (Pty) Ltd                       ,7/1/11,2,
1054,Mimmos Centruion Gate,Shop 7  Centurion Gate  Cnr John Vorster Drive & Akkerboom,,,,6430880,826785988,6430368,REST,,,,,8/17/06,2,
831,Mimmos Gift Acres,Shop 78  Gift Acres  Lynnwood Rd,P.O. Box 1707  Garsfontein East  0060,,,,,,REST,,,,,,2,
697,Mimmos Hatfield ,1081 Burnett Str  Hatfield Piazza  Shop No 2,294 Rooibbok Str  Waterkloof Ridge X 2  0181,,,012-3627311,,,REST,,,,Caryssanthon Rest cc                              ,5/1/02,2,
1316,Mimmos Irene,Cnr Nelmapius & pierre Van Ryneveld,P.O. Box 38210  Menlo Park  0102,,,126620566,,,-1,,,,Gycka                                             ,,2,
297,Mimmos Montana Pizzeria,Shop No 98 Montana Crossing  Cnr Veronica Str & Dr Swanepoel & Zambesi,P.O.Box 3270  Montana Park   0159,,,012-5489301/4303,,,REST,,,,,12/9/00,2,
832,Mimmos Rustenburg,42 Bakmakierie Ave  Rustenburg,P.O. Box 5978  rustenburg  0300,,,014-5333426,,014-5333452,REST,,,,Chrisni Fast Foods cc                             ,10/1/05,-1,
750,Mimmo's The Reeds,Shop 5 The Mall @ Reds  Cnr H/F C+Verwoerd & Rooihuiskraal Rds  Wierda Park  ,P.O. Box 32779  Glenstantia  0010,mimmosrdsmall@gmail.com,,012-6568608,,012-656 8604,REST,,,,,5/7/03,2,
833,Mimmo's Watermayer,Shop 21 Watermeyer Park Cntr  Watermeyer Str  Val De Grace  Pta,P.O. Box 73568  Lynnwood Ridge  0040,,,8040955,,"8,040,350",REST,,,,New Order Inves                                   ,7/1/03,2,
298,Mimmos Waverley,Shop No 88  Her6tzog Str  Waverley Plaza  Villieria,,,,3324395,,3324396,REST,,,,,10/6/97,2,
1131,Mimos Witbank,617 Rubenstein Str  Moreletta,P.O. Box 74497  Lynwood Ridgepretoria  0040,steve@vkmc.co.za,,"9,976,925",,866914295,REST,,,,,1/1/07,2,
299,Mini Supermarket,186 9th Ave  Laudium,,,,012-3741066,,,OTHER,,,,,6/1/03,2,
300,Miranos pAST & pIZZERIA,Cnr Jorrison & Johnston   Sunnysidw,,,,012-3439661,,,REST,,,,,11/1/02,2,
786,Mister Munchies,31st Str Michael Brink Str  Pta,P.O. Box 24083  Gezina  0031,,,,,,-1,,,,,1/1/05,2,
301,MJ's,23 OK Centre  Pretoria Rd  Silverton,P.O.Box 17745  Pta North,,,012-8042952,,,REST,,,,,10/1/01,2,
558,MMM Constantia Park Bakery,Chinon Str,P.O.Box 32377  Glenstantia,,,012-9933080,,,OTHER,,,,,,2,
303,Mochachos Chicken Villages,240 Tangerine Str  Laudium  0037,P.O.Box 14246  Laudium  0037,,,012-3740079,,012-3747650,-1,,,,Sha Importers & Exporters cc                      ,12/1/00,2,
1369,Mochachos Wonderpark,Cnr Heinrich & Brits Rd  Karen Park,P.O. Box 18445  Pretoria,smosisi@mweb.co.za,,012-549 2357,,"866,716,576",REST,,,,,5/17/10,2,
681,Mochacino's,Shop 136  Cenuturion Mall    ,,,,012-6636801,,,REST,,,,Nexor 340cc                                       ,3/1/05,0,
1368,Mochacinos ,Shop No 2  The Mall @ Reds  Cnr Rooihuiskraal & Hendrik Verwoerd,P.O. Box 727  Raslouw  0109,,,012-656 7402,,012-656 7402,REST,,,,Cosues cc                                         ,6/18/10,2,
834,Mochacos Waterfall Mall,Shop 31 Waterfall Mall  Rustenburg,P/Bag X82329  Rustenburg,,,014-5373383,,,REST,,,,,8/5/04,2,
1268,Modifho Fela Caterers,Cnr Schubart & Schoeman Str  ,P.O. Box 3897  Church Square,modifho@yahoo.com,,012-321 9488,,012-321 9488,FUNC,,,,,3/2/09,2,
304,Mofago Supermarket,Taylors Hoop Staion  Garankuwa,,,,012-7034667,,,OTHER,,,,,1/22/02,2,
305,Mohideens Fast Foods Pretorius Str,Shop D16 Die Meent  266 Pretorius Str  Pta,P.O.Box 46372  Belle Ombre  0142,,,012-3213194,,,REST,,,,,1/1/01,2,
835,Mohideens T/Away Laudium,189 6th Ave  Laudium,,,,3744143,,,CAFE,,,,,1/1/80,2,
1285,Mokha Restaurant,2 Cussonia Ave  Brummeria,P.O. Box 73505  Lynnwood Ridge,trauata@mweb.co.za,,012-804 1714,,012-804 5728,REST,,,,,5/1/07,2,
